PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
578,0,3,"Caram, Mr. Joseph",male,28.0,0,0,2689,14.4583,NaN,C
833,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347742,7.75,,S
331,0,3,"McCoy, Miss. Agnes",female,28.0,2,0,367226,23.25,,Q
152,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,32.0,0,0,343095,8.05,NaN,S
491,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65304,19.9667,NaN,S
152,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,32.0,0,0,343095,8.05,NaN,S
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,nan,S
10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1,0,237736,30.0708,NaN,C
551,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,NaN,S
179,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,NaN,S
582,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,NaN,S
361,0,3,"Moran, Mr. James",male,28.0,0,0,330877,8.4583,NaN,Q
119,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,113043,28.5,C124,S
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,NaN,S
307,1,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C
308,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,NaN,C
429,0,3,"Flynn, Mr. James",male,28.0,0,0,364851,7.75,NaN,Q
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,NaN,S
332,0,1,"Graham, Mr. George Edward",male,38.0,0,1,113796,42.4,NaN,S
785,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101312,7.05,,S
684,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,NaN,S
202,0,3,"Sage, Mr. Frederick",male,32.0,8,2,CA. 2343,69.55,None,S
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,NA,S
660,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,nan,C
54,0,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,2926,26.0,nan,S
274,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,A26,C
634,0,1,"Parr, Mr. William Henry Marsh",male,28.0,0,0,112052,0.0,NaN,S
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Female,52.0,1,1,12749,93.5,B69,S
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,NaN,S
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,NaN,S
215,0,3,"Kiernan, Mr. Philip",male,22.0,1,0,367229,7.75,NaN,Q
853,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,NaN,S
828,1,3,"McCormack, Mr. Thomas Joseph",male,19.0,0,0,367228,7.75,NaN,Q
33,0,2,"Wheadon, Mr. Edward H",male,66.0,0,0,C.A. 24579,10.5,NaN,S
302,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S
48,1,3,"O'Driscoll, Miss. Bridget",female,27.0,0,0,14311,7.75,,Q
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,NaN,S
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,B5,S
807,0,3,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,A36,S
793,0,3,"Sage, Miss. Stella Anna",female,9.0,8,2,CA. 2343,69.55,NaN,S
821,1,1,"Hays, Miss. Kate",female,38.0,1,1,12749,93.5,B69,S
586,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,NaN,S
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,null,S
424,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,NaN,S
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,NaN,S
236,0,3,"Harknett, Miss. Alice Phoebe",female,21.0,0,0,W./C. 6609,7.55,NaN,S
62,1,1,"Icard, Miss. Amelie",Female,38.0,0,0,113572,80.0,B28,NA
518,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S
820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,NaN,S
708,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,NaN,S
212,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,NaN,S
95,0,3,"Shorney, Mr. Charles Joseph",male,21.0,0,0,374910,8.05,NaN,S
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,NaN,S
729,0,3,"Flynn, Mr. John",male,28.0,0,0,364851,7.75,NaN,Q
820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,NaN,S
740,0,3,"Nankoff, Mr. Minko",male,23.0,0,0,349218,7.8958,NaN,S
541,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,79.2,B41,C
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,nan,S
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,nan,S
261,1,3,"""Asplund, Master. Edvin Rojj Felix""",male,3.0,4,2,347077,31.3875,nan,S
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,NaN,S
177,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,NaN,S
245,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q
753,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,NaN,S
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,PC 17483,221.7792,C95,S
438,0,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,NaN,S
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,19.0,1,0,PC 17757,227.525,C62 C64,C
766,1,1,"Brewe, Dr. Arthur Jackson",male,39.0,0,0,112379,39.6,NaN,C
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,NaN,S
92,0,3,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,347466,7.8542,NaN,S
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S
258,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,NaN,C
679,0,3,"Goodwin, Mr. Frederick Charles",male,43.0,1,6,CA 2144,46.9,NaN,S
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,49.0,1,0,19996,52.0,C126,S
605,1,1,"Homer, Mr. Harry (""Mr Harry Homer"")",male,35.0,0,0,111426,26.55,null,C
267,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S
227,0,3,"Ponesell, Mr. Martin",male,34.5,0,0,250647,13.0,nan,S
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5000,nan,S
12,1,1,"Bonnell, Miss. Elizabeth",female,58.0,0,0,113783,26.55,C103,S
548,0,3,"Padro y Manent, Mr. Julian",male,26.0,0,0,SC/PARIS 2147,13.8625,NaN,C
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,NaN,S
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,S
159,0,3,"Sage, Mr. Douglas Bullen",male,nan,8,2,CA. 2343,69.55,nan,S
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,unknown,S
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,NaN,C
711,0,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C
486,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S
90,0,3,"Celotti, Mr. Francesco",male,24.0,0,0,343275,8.05,NaN,S
632,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,PC 17590,50.4958,A24,S
773,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350047,7.8542,NaN,S
207,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,NaN,C
317,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,nan,S
218,0,1,"Oliva y Ocana, Dona. Fermina",Female,39.0,0,0,PC 17758,108.9,C105,C
499,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,NaN,S
630,0,3,"O'Connell, Mr. Patrick D",male,18.0,0,0,334912,7.7333,NaN,Q
310,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C
785,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,NaN,S
666,0,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879,73.5,NaN,S
386,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,NaN,S
736,0,3,"Ford, Mr. Edward Watson",male,18.0,2,0,W./C. 6608,34.375,NaN,S
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,28.0,0,0,349215,7.8958,n/a,S
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,NaN,S
374,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,NaN,S
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,NaN,S
247,0,2,"Minahan, Dr. William Edward",male,44.0,2,0,239865,26.0,,S
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C
126,0,3,"McMahon, Mr. Martin",male,29.69911764705882,0,0,370372,7.75,NaN,Q
134,0,2,"Weisz, Mr. Leopold",male,27.0,1,0,228414,26.0,None,S
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,48.0,0,0,113505,55.0,E33,S
372,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,NaN,S
537,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,C86,C
874,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,NaN,S
235,0,3,"Harknett, Miss. Alice Phoebe",female,0.0,0,0,W./C. 6609,7.55,NaN,S
5,0,3,"Allen, Mr. William Henry",male,35.0,0,0,373450,8.05,,S
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,NaN,S
157,0,3,"Williams, Mr. Charles Eugene",male,51.0,0,0,A/5. 3336,7.25,NaN,S
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,None,S
218,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C
823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,NaN,S
338,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,NaN,S
98,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,PC 17759,63.3583,D10 D12,C
329,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C91,S
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,nan,S
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,NaN,S
786,0,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,NaN,S
437,0,3,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,nan,Q
858,1,1,"Daly, Mr. Peter Denis",male,51.0,0,0,113055,26.55,E17,S
285,0,3,"""Stankovic, Mr. Ivan""",male,33.0,0,0,349239,8.6625,NaN,C
260,0,3,"Smith, Mr. Thomas",male,38.0,0,0,384461,7.75,NaN,Q
290,1,1,"Hocking, Miss. Ellen Nellie""""",female,20.0,0,0,24160,211.3375,B5,"S"""
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,48.0,1,0,19996,52.0,D33,S
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0000,NaN,S
592,0,3,"Risien, Mr. Samuel Beard",male,69.0,0,0,SOTON/OQ 3101317,7.25,NaN,S
275,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S
600,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,NaN,S
189,0,3,"Turcinovic, Mr. Stjepan",male,36.0,0,0,349247,7.8958,NaN,S
439,0,3,"Kiernan, Mr. John",male,22.0,1,0,367229,7.75,NaN,Q
742,1,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.8500,C46,S
515,0,3,"Coleff, Mr. Peju",male,36.0,0,0,A/5 3540,8.05,NaN,S
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,NaN,S
614,0,3,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082,31.275,NaN,S
804,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,NaN,S
308,1,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C
660,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,NaN,C
873,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,NaN,S
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,NaN,S
312,0,2,"Rothes, Miss. (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,228414,26.0,NaN,S
352,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,244373,13.0,NaN,S
360,0,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,NaN,Q
290,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,NaN,S
257,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S
620,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 3101316,8.05,NaN,S
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,NaN,S
125,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,PC 17760,135.6333,C32,C
65,0,1,"Stewart, Mr. Albert A",male,29.0,0,0,PC 17605,27.7208,,C
315,1,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C80,C
501,0,3,"Calic, Mr. Jovo",Male,17.0,0,0,315086,8.6625,nan,S
532,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,NaN,C
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,NaN,S
600,1,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,NaN,S
83,1,3,"McDermott, Miss. Brigdet Delia",female,28.0,0,0,330932,7.7875,NaN,Q
53,0,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572,76.7292,D33,C
839,0,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,NaN,S
669,0,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,,S
308,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,NaN,C
614,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,NaN,S
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,NaN,S
371,0,3,"Badt, Mr. Mohamed",male,35.0,0,0,2623,7.225,NaN,C
87,0,3,"Ford, Mr. William Neal",male,16.0,1,3,W./C. 6608,34.375,NaN,S
807,0,3,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,A36,S
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,NaN,S
385,0,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,NaN,S
824,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,E121,S
346,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,NaN,S
564,0,3,"Simmons, Mr. John",male,40.0,0,0,SOTON/OQ 392082,8.05,NaN,S
523,0,3,"""Lahoud, Mr. Sarkis""",male,22.0,0,0,2624,7.225,NaN,C
231,0,1,"Harris, Mr. Henry Birkhardt",male,45.0,1,0,36973,83.475,C83,S
568,0,3,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,NaN,S
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.0,1,0,65304,19.9667,None,S
475,0,3,"Strandberg, Miss. Telma Matilda Augusta",female,18.0,0,1,7553,9.8375,NaN,S
729,0,3,"Flynn, Mr. John",male,28.0,0,0,364851,7.75,NaN,Q
65,0,1,"Stewart, Mr. Albert A",male,0.92,1,2,113804,31.275,None,S
758,0,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,nan,C
310,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,None,S
866,1,2,"Duran y More, Miss. Asuncion",Female,27.0,1,0,SC/PARIS 2149,13.8583,NaN,C
791,0,3,"Keane, Mr. Andrew ""Andy""",male,23.0,0,0,12460,7.75,NaN,Q
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,28.0,0,0,349215,7.8958,NaN,S
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,NaN,S
333,0,3,"Vander Planke, Miss. Augusta Maria",female,18.0,2,0,345764,18.0,NaN,S
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,NaN,S
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,,S
322,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,NaN,S
48,1,3,"O'Driscoll, Miss. Bridget",female,27.0,0,0,14311,7.75,,Q
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,NaN,S
706,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,None,S
783,0,3,"Johnston, Mr. Andrew G",male,0.0,1,2,W./C. 6607,23.45,NA,S
875,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,,C
310,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C
6,0,3,"Moran, Mr. James",male,0.42,0,0,330877,8.4583,nan,Q
620,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,?,S
296,0,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0,0,PC 17758,108.9,C105,C
535,0,3,"Cacic, Mr. Jego Grga",male,18.0,0,0,315084,8.6625,nan,S
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,nan,C
861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,nan,S
734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,NaN,S
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,NaN,S
287,0,3,"""de Pelsmaeker, Mr. Alfons""",male,16.0,0,0,345778,9.5,NaN,S
219,0,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,nan,C
354,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,349237,17.8,NaN,S
519,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,Nan,S
36,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349245,7.8958,NaN,C
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,NaN,S
424,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,NaN,S
733,0,2,"Knight, Mr. Robert J",male,8.0,0,2,239855,0.0,NaN,S
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,NaN,Q
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,NaN,S
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,D11,S
268,1,3,"Graham, Miss. Margaret Edith",female,19.0,0,0,364850,7.75,NaN,Q
497,0,3,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,34.0208,NaN,S
547,1,2,"Padro y Manent, Mr. Julian",male,28.0,0,0,SC/PARIS 2146,13.8625,NaN,C
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,NaN,S
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,21.0,0,0,330909,7.6292,NaN,Q
491,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65304,19.9667,NaN,S
273,0,2,"Mellinger, Mr. Henry Birkhardt",male,41.0,0,0,SC/PARIS 2133,15.0458,NaN,C
547,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,NaN,S
279,0,3,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,nan,Q
692,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,NaN,C
891,0,3,"""Dooley, Mr. Patrick""",male,32.0,0,0,370376,7.75,NaN,Q
184,1,2,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,NaN,S
554,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,NaN,S
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,NaN,C
152,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,NaN,S
807,0,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,NaN,C
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S
441,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,None,S
115,0,3,"Klasen, Mr. Laban Bengtsson",male,18.0,1,1,350404,7.8542,NaN,S
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S
25,0,3,"Palsson, Miss. Torborg Danira",female,8.0,3,1,349909,21.075,NaN,S
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,4.0,1,1,2661,15.2458,nan,C
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,28.0,0,0,65304,7.8958,None,S
85,1,3,"Iivonen, Miss. Annikki Karina",female,27.0,0,0,STON/O2. 3101271,7.925,NaN,S
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,NaN,S
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,NaN,S
816,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,NaN,S
91,0,3,"Christmann, Mr. Emil",male,29.0,0,0,343276,8.05,NaN,S
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,NA,C
537,0,1,"Ostby, Mr. Engelhart Cornelius",male,65.0,0,1,113509,61.9792,B30,C
76,0,3,"Moen, Mr. Sigurd Hansen",male,25.0,0,0,348123,7.65,nan,S
795,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,NaN,S
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,NaN,Q
29,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,28.0,0,0,330959,7.75,NaN,Q
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,NaN,C
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,NaN,S
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,NaN,C
389,0,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,None,C
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,None,C
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S
741,1,1,"Hawksford, Mr. Walter James",male,47.0,0,0,16988,30.0,D45,S
125,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,PC 17760,135.6333,C32,C
72,0,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,CA 2144,46.9,NaN,S
819,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,NaN,S
43,0,3,"Kraeff, Mr. Theodor",male,29.7,0,0,349253,7.8958,NaN,C
469,0,3,"Smart, Mr. John Montgomery",male,56.0,0,0,373159,8.05,NaN,S
20,1,3,"Masselmani, Mrs. Fatima",female,22.0,0,0,2649,7.225,NaN,C
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,S
16,1,2,"Hewlett, Mrs. (Mary D Kingcome)",female,55.0,0,0,248706,16.0,NaN,S
347,1,3,"Davie, Miss. Agnes B",female,18.0,0,0,386525,16.1,nan,S
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,S
574,0,3,"Kelly, Mr. James",male,29.69911764705882,0,0,330911,7.8292,,Q
354,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,349237,17.8,NaN,S
50,0,3,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295,39.6875,NaN,S
330,1,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,C
533,0,3,Mr. Aslak Jakobsen,male,20.0,0,0,6563,9.225,,S
366,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C
739,0,3,"Nankoff, Mr. Minko",male,26.0,0,0,349218,7.8958,NaN,S
98,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,PC 17759,63.3583,D10 D12,C
516,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S
